timestamp,detections,path,event id,computer,ip address,username,provider,logon type,record id,domain
2024-11-22T22:37:06.706980+00:00,RDP Session Disconnected,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,24,EC2AMAZ-3NFFVNI,219.100.37.234,EC2AMAZ-3NFFVNI\Administrator,Microsoft-Windows-TerminalServices-LocalSessionManager,,,
2024-11-22T22:37:46.948895+00:00,RDP Session Connected,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,25,EC2AMAZ-3NFFVNI,219.100.37.234,EC2AMAZ-3NFFVNI\Administrator,Microsoft-Windows-TerminalServices-LocalSessionManager,,,
2024-11-22T22:38:40.988107+00:00,RDP Session Disconnected,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,24,EC2AMAZ-3NFFVNI,219.100.37.234,EC2AMAZ-3NFFVNI\Administrator,Microsoft-Windows-TerminalServices-LocalSessionManager,,,
2024-11-22T22:45:56.076707+00:00,RDP Session Disconnected,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,24,EC2AMAZ-3NFFVNI,219.100.37.234,EC2AMAZ-3NFFVNI\Administrator,Microsoft-Windows-TerminalServices-LocalSessionManager,,,
2024-11-22T22:48:01.842392+00:00,RDP Session Disconnected,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,24,EC2AMAZ-3NFFVNI,219.100.37.234,EC2AMAZ-3NFFVNI\samurai,Microsoft-Windows-TerminalServices-LocalSessionManager,,,
2024-11-22T22:48:31.312554+00:00,RDP Session Connected,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,25,EC2AMAZ-3NFFVNI,219.100.37.234,EC2AMAZ-3NFFVNI\samurai,Microsoft-Windows-TerminalServices-LocalSessionManager,,,
2024-11-22T22:48:46.587446+00:00,RDP Session Disconnected,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,24,EC2AMAZ-3NFFVNI,219.100.37.234,EC2AMAZ-3NFFVNI\samurai,Microsoft-Windows-TerminalServices-LocalSessionManager,,,
2024-11-22T22:49:17.027343+00:00,RDP Session Disconnected,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,24,EC2AMAZ-3NFFVNI,219.100.37.234,EC2AMAZ-3NFFVNI\samurai,Microsoft-Windows-TerminalServices-LocalSessionManager,,,
