EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile,ResidentDataBase64,ResidentDataHex,ResidentDataASCII
664,664,True,663,663,.\WINDOWS\system32\wbem,Repository,,0,1,,True,False,False,False,False,False,Directory,Windows,2004-08-19 16:50:37.9600000,,2004-08-19 22:28:21.4155664,2004-08-19 16:50:38.0000000,2004-08-19 22:28:21.4155664,2004-08-19 16:50:38.0000000,2004-08-27 15:08:43.5024496,2004-08-19 00:00:00.0000000,0,38076478,286,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
665,665,True,663,663,.\WINDOWS\system32\wbem,mof,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9700000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-27 15:08:43.5124640,2004-08-19 00:00:00.0000000,0,38076710,289,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
666,666,True,665,665,.\WINDOWS\system32\wbem\mof,good,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9700000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-27 15:08:43.5124640,2004-08-19 00:00:00.0000000,0,38076649,288,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
667,667,True,665,665,.\WINDOWS\system32\wbem\mof,bad,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9700000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-27 15:08:43.5024496,2004-08-19 00:00:00.0000000,0,38076588,288,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
668,668,True,663,663,.\WINDOWS\system32\wbem,xml,,0,1,,True,False,False,False,False,False,Directory,DosWindows,2004-08-19 16:50:38.0300000,,2004-08-19 22:23:59.5990928,2004-08-19 16:50:40.0000000,2004-08-19 22:23:59.5990928,2004-08-19 16:50:40.0000000,2004-08-19 22:23:59.5990928,2004-08-19 00:00:00.0000000,0,12708054,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
669,669,True,663,663,.\WINDOWS\system32\wbem,dgnet.mof,.mof,1540,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:28:07.7358960,2004-08-19 00:00:00.0000000,0,14627000,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
670,670,True,663,663,.\WINDOWS\system32\wbem,evntrprv.dll,.dll,19456,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:43:02.3022192,2004-08-19 00:00:00.0000000,0,21761528,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
671,671,True,663,663,.\WINDOWS\system32\wbem,evntrprv.mof,.mof,5370,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:28:07.0749456,2004-08-19 00:00:00.0000000,0,14626884,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
672,672,True,663,663,.\WINDOWS\system32\wbem,CmdEvTgProv.dll,.dll,34304,1,,False,False,False,False,True,False,Archive,Windows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:42:22.2346048,2004-08-19 00:00:00.0000000,0,21240205,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
673,673,True,663,663,.\WINDOWS\system32\wbem,CmdEvTgProv.mof,.mof,1989,1,,False,False,False,False,True,False,Archive,Windows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:28:07.6457664,2004-08-19 00:00:00.0000000,0,14626971,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
674,674,True,663,663,.\WINDOWS\system32\wbem,hnetcfg.mof,.mof,8404,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:28:07.2451904,2004-08-19 00:00:00.0000000,0,14626913,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
675,675,True,663,663,.\WINDOWS\system32\wbem,ieinfo5.mof,.mof,21538,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:28:08.0864000,2004-08-19 00:00:00.0000000,0,14627120,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
676,676,True,663,663,.\WINDOWS\system32\wbem,rsop.mfl,.mfl,283888,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:36:15.2368880,2004-08-19 00:00:00.0000000,0,18354266,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
677,677,True,663,663,.\WINDOWS\system32\wbem,rsop.mof,.mof,87686,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:36:12.8835040,2004-08-19 00:00:00.0000000,0,18353269,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
678,678,True,663,663,.\WINDOWS\system32\wbem,scersop.mof,.mof,4357,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:36:17.2898400,2004-08-19 00:00:00.0000000,0,18397661,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
679,679,True,663,663,.\WINDOWS\system32\wbem,sr.mof,.mof,3799,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:28:07.5155792,2004-08-19 00:00:00.0000000,0,14626942,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
680,680,True,663,663,.\WINDOWS\system32\wbem,wbemperf.dll,.dll,38400,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9812848,2001-08-23 18:00:00.0000000,2004-08-19 22:47:58.4280272,2004-08-19 00:00:00.0000000,0,25881671,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
681,681,True,663,663,.\WINDOWS\system32\wbem,whqlprov.mof,.mof,9632,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:19.9912992,2001-08-23 18:00:00.0000000,2004-08-19 22:28:07.8760976,2004-08-19 00:00:00.0000000,0,14627091,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
682,682,True,459,459,.\WINDOWS\system32,npp,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9600000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-19 17:02:14.6636384,2004-08-19 00:00:00.0000000,0,9488233,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
683,683,True,682,682,.\WINDOWS\system32\npp,ndisnpp.dll,.dll,55808,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6636384,2001-08-23 18:00:00.0000000,2004-08-19 22:45:38.7972480,2004-08-19 00:00:00.0000000,0,23398180,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
684,684,True,682,682,.\WINDOWS\system32\npp,nppagent.exe,.exe,13824,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6636384,2001-08-23 18:00:00.0000000,2004-08-19 22:45:50.1435632,2004-08-19 00:00:00.0000000,0,23626802,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
685,685,True,459,459,.\WINDOWS\system32,ias,,0,1,,True,False,False,False,False,False,Directory,DosWindows,2004-08-19 16:50:37.9700000,,2004-08-19 22:35:50.9820112,2004-08-19 16:50:38.0000000,2004-08-19 22:35:50.9820112,2004-08-19 16:50:38.0000000,2004-08-19 22:35:50.9820112,2004-08-19 00:00:00.0000000,0,18493807,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
686,686,True,685,685,.\WINDOWS\system32\ias,dnary.mdb,.mdb,294912,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.7366192,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9575716,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
687,690,True,3715,1,.\Documents and Settings\Default User\Application Data\Microsoft,Internet Explorer,,0,1,,True,False,False,False,False,False,None,Windows,2004-08-19 22:36:04.5314944,,2004-08-19 22:37:31.2662128,2004-08-19 22:36:04.5314944,2004-08-19 22:37:31.2662128,2004-08-19 22:36:04.5314944,2004-08-20 15:17:59.0937408,2004-08-19 22:36:04.5314944,0,28122845,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
688,688,True,459,459,.\WINDOWS\system32,dllcache,,0,1,,True,False,False,False,False,False,ReadOnly|Hidden|System|Directory|Compressed,DosWindows,2004-08-19 16:50:37.9700000,,2004-08-27 15:31:37.8435456,2004-08-19 16:50:38.0000000,2004-08-27 15:31:37.8435456,2004-08-19 16:50:38.0000000,2004-08-27 15:31:37.8435456,2004-08-19 00:00:00.0000000,0,39179843,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
689,689,True,459,459,.\WINDOWS\system32,export,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9700000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-19 17:02:16.5062880,2004-08-19 00:00:00.0000000,0,9567148,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
690,690,True,459,459,.\WINDOWS\system32,icsxml,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9800000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-19 17:02:14.6135664,2004-08-19 00:00:00.0000000,0,9482207,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
691,691,True,690,690,.\WINDOWS\system32\icsxml,cmnicfg.xml,.xml,5854,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6035520,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9481653,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
692,692,True,690,690,.\WINDOWS\system32\icsxml,ipcfg.xml,.xml,13437,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6035520,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9481799,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
693,693,True,690,690,.\WINDOWS\system32\icsxml,osinfo.xml,.xml,766,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6135664,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9481914,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
694,694,True,690,690,.\WINDOWS\system32\icsxml,potscfg.xml,.xml,2598,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6135664,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9482029,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
695,695,True,690,690,.\WINDOWS\system32\icsxml,pppcfg.xml,.xml,14420,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6135664,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9482144,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
696,696,True,459,459,.\WINDOWS\system32,mui,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9800000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-19 17:02:17.6679584,2004-08-19 00:00:00.0000000,0,9627402,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
697,697,True,696,696,.\WINDOWS\system32\mui,0009,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9800000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-19 17:02:17.6679584,2004-08-19 00:00:00.0000000,0,9627220,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
698,698,True,697,697,.\WINDOWS\system32\mui\0009,hhctrlui.dll,.dll,87552,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:17.6679584,2001-08-23 18:00:00.0000000,2004-08-19 22:43:28.1594000,2004-08-19 00:00:00.0000000,0,21931357,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
699,699,True,696,696,.\WINDOWS\system32\mui,dispspec,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:37.9800000,,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:38.0000000,,2004-08-19 17:02:17.6679584,2004-08-19 00:00:00.0000000,0,9627347,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
700,700,True,459,459,.\WINDOWS\system32,oobe,,0,1,,True,False,False,False,False,False,Directory,DosWindows,2004-08-19 16:50:37.9900000,,2004-08-19 22:30:21.6584672,2004-08-19 16:50:38.0000000,2004-08-19 22:30:21.6584672,2004-08-19 16:50:38.0000000,2004-08-25 16:20:35.1945824,2004-08-19 00:00:00.0000000,0,36678855,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
701,701,True,700,700,.\WINDOWS\system32\oobe,html,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0000000,,2004-08-19 22:30:32.2436880,2004-08-19 16:50:40.0000000,2004-08-19 22:30:32.2436880,2004-08-19 16:50:40.0000000,2004-08-19 23:02:34.1398448,2004-08-19 00:00:00.0000000,0,27089776,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
702,702,True,701,701,.\WINDOWS\system32\oobe\html,ispsgnup,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.6836672,2004-08-19 00:00:00.0000000,0,9489751,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
703,703,True,701,701,.\WINDOWS\system32\oobe\html,mouse,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0000000,,2004-08-19 22:30:16.1705760,2004-08-19 16:50:40.0000000,2004-08-19 22:30:16.1705760,2004-08-19 16:50:40.0000000,2004-08-19 22:30:16.1705760,2004-08-19 00:00:00.0000000,0,16930675,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
704,704,True,701,701,.\WINDOWS\system32\oobe\html,oemcust,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.6836672,2004-08-19 00:00:00.0000000,0,9489497,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
705,705,True,701,701,.\WINDOWS\system32\oobe\html,oemhw,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.6836672,2004-08-19 00:00:00.0000000,0,9489362,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
706,706,True,701,701,.\WINDOWS\system32\oobe\html,oemreg,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.6836672,2004-08-19 00:00:00.0000000,0,9489217,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
707,707,True,700,700,.\WINDOWS\system32\oobe,images,,0,1,,True,False,False,False,False,False,Directory,DosWindows,2004-08-19 16:50:38.0100000,,2004-08-19 22:30:11.9444992,2004-08-19 16:50:40.0000000,2004-08-19 22:30:11.9444992,2004-08-19 16:50:40.0000000,2004-08-25 16:20:35.2146112,2004-08-19 00:00:00.0000000,0,36678984,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
708,708,True,700,700,.\WINDOWS\system32\oobe,setup,,0,1,,True,False,False,False,False,False,Directory,DosWindows,2004-08-19 16:50:38.0100000,,2004-08-19 22:30:30.7815856,2004-08-19 16:50:40.0000000,2004-08-19 22:30:30.7815856,2004-08-19 16:50:40.0000000,2004-08-19 22:30:30.7815856,2004-08-19 00:00:00.0000000,0,15131001,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
709,709,True,700,700,.\WINDOWS\system32\oobe,sample,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0100000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.6736528,2004-08-19 00:00:00.0000000,0,9488846,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
710,710,True,459,459,.\WINDOWS\system32,1025,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0200000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.4232928,2004-08-19 00:00:00.0000000,0,9476746,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
711,711,True,459,459,.\WINDOWS\system32,1028,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0200000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.4232928,2004-08-19 00:00:00.0000000,0,9476873,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
712,712,True,459,459,.\WINDOWS\system32,1031,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0200000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.4533360,2004-08-19 00:00:00.0000000,0,9477000,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
713,713,True,459,459,.\WINDOWS\system32,1033,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0200000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-25 15:25:50.5715264,2004-08-19 00:00:00.0000000,0,35006893,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
714,714,True,713,713,.\WINDOWS\system32\1033,dwintl.dll,.dll,55632,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.4533360,2001-08-23 18:00:00.0000000,2004-08-25 15:25:51.0522176,2004-08-19 00:00:00.0000000,0,36695546,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
715,715,True,459,459,.\WINDOWS\system32,1037,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0200000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.4533360,2004-08-19 00:00:00.0000000,0,9477375,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
716,716,True,459,459,.\WINDOWS\system32,1041,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0200000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.5134224,2004-08-19 00:00:00.0000000,0,9477502,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
717,717,True,459,459,.\WINDOWS\system32,1042,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0200000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.5134224,2004-08-19 00:00:00.0000000,0,9477640,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
718,718,True,459,459,.\WINDOWS\system32,1054,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0200000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.5134224,2004-08-19 00:00:00.0000000,0,9477767,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
719,719,True,459,459,.\WINDOWS\system32,2052,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0300000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.5134224,2004-08-19 00:00:00.0000000,0,9477894,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
720,720,True,459,459,.\WINDOWS\system32,3076,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0300000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-19 17:02:14.5434656,2004-08-19 00:00:00.0000000,0,9478021,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
721,721,True,459,459,.\WINDOWS\system32,usmt,,0,1,,True,False,False,False,True,False,Directory,DosWindows,2004-08-19 16:50:38.0300000,,2004-08-19 16:50:40.0000000,,2004-08-19 16:50:40.0000000,,2004-08-27 15:08:06.2396912,2004-08-19 00:00:00.0000000,0,37981357,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
722,722,True,721,721,.\WINDOWS\system32\usmt,guitrn.dll,.dll,113664,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6936816,2001-08-23 18:00:00.0000000,2004-08-19 22:43:25.3553680,2004-08-19 00:00:00.0000000,0,21898670,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
723,723,True,721,721,.\WINDOWS\system32\usmt,guitrn_a.dll,.dll,100864,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6936816,2001-08-23 18:00:00.0000000,2004-08-19 22:43:25.4054400,2004-08-19 00:00:00.0000000,0,21898899,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
724,724,True,721,721,.\WINDOWS\system32\usmt,iconlib.dll,.dll,3584,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6936816,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9490742,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
725,725,True,721,721,.\WINDOWS\system32\usmt,log.dll,.dll,16896,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:14.6936816,2001-08-23 18:00:00.0000000,2004-08-19 22:44:48.0242400,2004-08-19 00:00:00.0000000,0,22898697,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
